"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get weather info for London and verify that response contains actual info about temperature and humidity","1655","Get weather info for London","","Sun Oct 05 16:48:22 UTC 2025","passed","Sun Oct 05 16:48:24 UTC 2025","","","home.runner.work.weather_integration_test.weather_integration_test.tests.weather_test","TestGetWeather"
